dd
CommandType     Name                                               Version    Source
Cmdlet          Get-NtFileStream                                   2.0.1      NtObjectManager
Cmdlet          Get-NtFileVolumeInformation                        2.0.1      NtObjectManager
Cmdlet          Get-NtGrantedAccess                                2.0.1      NtObjectManager
Cmdlet          Get-NtHandle                                       2.0.1      NtObjectManager
Cmdlet          Get-NtJob                                          2.0.1      NtObjectManager
Cmdlet          Get-NtKey                                          2.0.1      NtObjectManager
Cmdlet          Get-NtKeyChild                                     2.0.1      NtObjectManager
Cmdlet          Get-NtKeySymbolicLinkTarget                        2.0.1      NtObjectManager
Cmdlet          Get-NtMutant                                       2.0.1      NtObjectManager
Cmdlet          Get-NtNamedPipeFile                                2.0.1      NtObjectManager
Cmdlet          Get-NtObject                                       2.0.1      NtObjectManager
Cmdlet          Get-NtObjectInformation                            2.0.1      NtObjectManager
Cmdlet          Get-NtPartition                                    2.0.1      NtObjectManager
Cmdlet          Get-NtProcess                                      2.0.1      NtObjectManager
Cmdlet          Get-NtProcessJob                                   2.0.1      NtObjectManager
Cmdlet          Get-NtResourceManager                              2.0.1      NtObjectManager
Cmdlet          Get-NtSection                                      2.0.1      NtObjectManager
Cmdlet          Get-NtSemaphore                                    2.0.1      NtObjectManager
Cmdlet          Get-NtSid                                          2.0.1      NtObjectManager
Cmdlet          Get-NtStatus                                       2.0.1      NtObjectManager
Cmdlet          Get-NtSymbolicLink                                 2.0.1      NtObjectManager
Cmdlet          Get-NtSymbolicLinkTarget                           2.0.1      NtObjectManager
Cmdlet          Get-NtThread                                       2.0.1      NtObjectManager
Cmdlet          Get-NtToken                                        2.0.1      NtObjectManager
Cmdlet          Get-NtTokenDefaultDacl                             2.0.1      NtObjectManager
Cmdlet          Get-NtTransaction                                  2.0.1      NtObjectManager
Cmdlet          Get-NtTransactionGuid                              2.0.1      NtObjectManager
Cmdlet          Get-NtTransactionManager                           2.0.1      NtObjectManager
Cmdlet          Get-NtType                                         2.0.1      NtObjectManager
Cmdlet          Get-NtWaitTimeout                                  2.0.1      NtObjectManager
Cmdlet          Get-NtWindowStation                                2.0.1      NtObjectManager
Cmdlet          Get-RandomByte                                     2.0.1      NtObjectManager
Cmdlet          Get-RpcProcess                                     2.0.1      NtObjectManager
Cmdlet          Get-RpcServerName                                  2.0.1      NtObjectManager
Cmdlet          Get-RunningScheduledTask                           2.0.1      NtObjectManager
Cmdlet          Get-Win32Error                                     2.0.1      NtObjectManager
Cmdlet          Get-Win32GrantedAccess                             2.0.1      NtObjectManager
Cmdlet          Get-Win32SecurityDescriptor                        2.0.1      NtObjectManager
Cmdlet          Grant-NtAccessMask                                 2.0.1      NtObjectManager
Cmdlet          Invoke-NtToken                                     2.0.1      NtObjectManager
Cmdlet          New-AuthZContext                                   2.0.1      NtObjectManager
Cmdlet          New-AuthZResourceManager                           2.0.1      NtObjectManager
Cmdlet          New-KerberosKdcProxy                               2.0.1      NtObjectManager
Cmdlet          New-NtAlpcDataView                                 2.0.1      NtObjectManager
Cmdlet          New-NtAlpcMessage                                  2.0.1      NtObjectManager
Cmdlet          New-NtAlpcPortAttributes                           2.0.1      NtObjectManager
Cmdlet          New-NtAlpcPortSection                              2.0.1      NtObjectManager
Cmdlet          New-NtAlpcReceiveAttributes                        2.0.1      NtObjectManager
Cmdlet          New-NtAlpcSecurityContext                          2.0.1      NtObjectManager
Cmdlet          New-NtAlpcSendAttributes                           2.0.1      NtObjectManager
Cmdlet          New-NtAlpcServer                                   2.0.1      NtObjectManager
Cmdlet          New-NtDebug                                        2.0.1      NtObjectManager
Cmdlet          New-NtDesktop                                      2.0.1      NtObjectManager
Cmdlet          New-NtDirectory                                    2.0.1      NtObjectManager
Cmdlet          New-NtEnclave                                      2.0.1      NtObjectManager
Cmdlet          New-NtEnlistment                                   2.0.1      NtObjectManager
Cmdlet          New-NtEvent                                        2.0.1      NtObjectManager
Cmdlet          New-NtFile                                         2.0.1      NtObjectManager
Cmdlet          New-NtFileHardlink                                 2.0.1      NtObjectManager
Cmdlet          New-NtJob                                          2.0.1      NtObjectManager
Cmdlet          New-NtKey                                          2.0.1      NtObjectManager
Cmdlet          New-NtKeySymbolicLink                              2.0.1      NtObjectManager
Cmdlet          New-NtMailslotFile                                 2.0.1      NtObjectManager
Cmdlet          New-NtMutant                                       2.0.1      NtObjectManager
Cmdlet          New-NtNamedPipeFile                                2.0.1      NtObjectManager
Cmdlet          New-NtPartition                                    2.0.1      NtObjectManager
Cmdlet          New-NtResourceManager                              2.0.1      NtObjectManager
Cmdlet          New-NtSection                                      2.0.1      NtObjectManager
Cmdlet          New-NtSecurityAttribute                            2.0.1      NtObjectManager
Cmdlet          New-NtSecurityDescriptor                           2.0.1      NtObjectManager
Cmdlet          New-NtSemaphore                                    2.0.1      NtObjectManager
Cmdlet          New-NtSymbolicLink                                 2.0.1      NtObjectManager
Cmdlet          New-NtThread                                       2.0.1      NtObjectManager
Cmdlet          New-NtToken                                        2.0.1      NtObjectManager
Cmdlet          New-NtTransaction                                  2.0.1      NtObjectManager
Cmdlet          New-NtTransactionManager                           2.0.1      NtObjectManager
Cmdlet          New-NtWindowStation                                2.0.1      NtObjectManager
Cmdlet          Receive-NtAlpcMessage                              2.0.1      NtObjectManager
Cmdlet          Remove-AuthZSid                                    2.0.1      NtObjectManager
Cmdlet          Remove-DosDevice                                   2.0.1      NtObjectManager
Cmdlet          Remove-NtDebugProcess                              2.0.1      NtObjectManager
Cmdlet          Remove-NtFile                                      2.0.1      NtObjectManager
Cmdlet          Remove-NtFileObjectId                              2.0.1      NtObjectManager
Cmdlet          Remove-NtFileReparsePoint                          2.0.1      NtObjectManager
Cmdlet          Remove-NtKey                                       2.0.1      NtObjectManager
Cmdlet          Remove-NtKeyHive                                   2.0.1      NtObjectManager
Cmdlet          Remove-NtSecurityDescriptorAce                     2.0.1      NtObjectManager
Cmdlet          Remove-NtTokenSecurityAttribute                    2.0.1      NtObjectManager
Cmdlet          Rename-NtFile                                      2.0.1      NtObjectManager
Cmdlet          Reset-Win32SecurityDescriptor                      2.0.1      NtObjectManager
Cmdlet          Revoke-NtAccessMask                                2.0.1      NtObjectManager
Cmdlet          Search-Win32SecurityDescriptor                     2.0.1      NtObjectManager
Cmdlet          Select-NtSecurityDescriptorAce                     2.0.1      NtObjectManager
Cmdlet          Select-RpcServer                                   2.0.1      NtObjectManager
Cmdlet          Send-NtAlpcMessage                                 2.0.1      NtObjectManager
Cmdlet          Send-NtFileControl                                 2.0.1      NtObjectManager
Cmdlet          Set-NtFileAttribute                                2.0.1      NtObjectManager
Cmdlet          Set-NtFileCompression                              2.0.1      NtObjectManager
Cmdlet          Set-NtFileObjectId                                 2.0.1      NtObjectManager
Cmdlet          Set-NtFileReparsePoint                             2.0.1      NtObjectManager
Cmdlet          Set-NtFileVolumeInformation                        2.0.1      NtObjectManager
Cmdlet          Set-NtKeyValue                                     2.0.1      NtObjectManager
Cmdlet          Set-NtObjectInformation                            2.0.1      NtObjectManager
Cmdlet          Set-NtProcessJob                                   2.0.1      NtObjectManager
Cmdlet          Set-NtToken                                        2.0.1      NtObjectManager
Cmdlet          Set-NtTokenDefaultDacl                             2.0.1      NtObjectManager
Cmdlet          Set-RpcServerName                                  2.0.1      NtObjectManager
Cmdlet          Set-Win32SecurityDescriptor                        2.0.1      NtObjectManager
Cmdlet          Set-Win32ServiceConfig                             2.0.1      NtObjectManager
Cmdlet          Start-NtDebugWait                                  2.0.1      NtObjectManager
Cmdlet          Start-NtWait                                       2.0.1      NtObjectManager
Cmdlet          Test-NetworkAccess                                 2.0.1      NtObjectManager
Cmdlet          Test-NtAccessMask                                  2.0.1      NtObjectManager
Cmdlet          Test-NtAceCondition                                2.0.1      NtObjectManager
Cmdlet          Test-NtTokenGroup                                  2.0.1      NtObjectManager
Cmdlet          Test-NtTokenImpersonation                          2.0.1      NtObjectManager
Cmdlet          Test-NtTokenPrivilege                              2.0.1      NtObjectManager
Cmdlet          Use-NtObject                                       2.0.1      NtObjectManager
Cmdlet          Write-NtAudit                                      2.0.1      NtObjectManager

